"ID","Species","ExperimentNo","Scenario","Treatment","Exposure.1","Exposure.2","endpoint.date","endpoint.code","Bd.endpoint.status","Bd.endpoint.CTmean","Bd.endpoint.Qmean","Rv.MCPendpoint.status","Rv.MCPendpoint.CTmean","Rv.MCPendpoint.Qmean","Rv.EBF3Nendpoint.status","Rv.EBF3Nendpoint.CTmean","Rv.EBF3Nendpoint.Qmean","EMA.YN","EMA.date","EMA.GE.EMA","EMA.GE.WS","Bd.endpoint.GE","viable.GE","dead.GE","Rv.endpoint.load"
"C2.17","Bb","2","Single","Rv ","bdsham","rv","04/07/2018","EU",0,0,0,0,0,0,0,NA,NA,NA,"",NA,NA,0,NA,NA,NA
"C2.18","Bb","2","Single","Rv ","bdsham","rv","18/06/2018","EU",0,NA,NA,1,47.83711243,0.318618894,0,NA,2592.907,NA,"",NA,NA,NA,NA,NA,0.000245761914330132
"C2.19","Bb","2","Single","Rv ","bdsham","rv","04/07/2018","EU",0,0,0,0,0,0,0,NA,NA,NA,"",NA,NA,0,NA,NA,NA
"C2.20","Bb","2","Single","Rv ","bdsham","rv","04/07/2018","EU",0,0,0,0,0,0,0,NA,NA,NA,"",NA,NA,0,NA,NA,NA
"D2.1","Bb","2","Single","Bd","rvsham","bd","04/07/2018","EU",1,32.101395,5.588,0,NA,NA,0,NA,NA,1,"21/02/2019",0.000276084,0.023836069,55.88,0.000276084,0.023559985,NA
"D2.2","Bb","2","Single","Bd","rvsham","bd","04/07/2018","EU",1,34.55670929,1.218,0,NA,NA,0,NA,NA,1,"21/02/2019",0.037874244,0,12.18,0.037874244,-0.037874244,NA
"D2.3","Bb","2","Single","Bd","rvsham","bd","04/07/2018","EU",1,34.41365814,1.329,0,NA,NA,0,NA,NA,1,"21/02/2019",0,0.172964752,13.29,0,0.172964752,NA
"D2.4","Bb","2","Single","Bd","rvsham","bd","04/07/2018","EU",1,31.67986679,7.092,0,NA,NA,0,NA,NA,1,"21/02/2019",0.008424128,0.03589204,70.92,0.008424128,0.027467912,NA
"D2.5","Bb","2","Single","Bd","rvsham","bd","04/07/2018","EU",1,30.4681263,14.791,0,NA,NA,0,NA,NA,1,"21/02/2019",0,0.035441443,147.91,0,0.035441443,NA
"D2.6","Bb","2","Single","Bd","rvsham","bd","04/07/2018","EU",1,29.51923561,26.413,0,NA,NA,0,NA,NA,1,"21/02/2019",0.417108715,0.066222809,264.13,0.417108715,-0.350885906,NA
"D2.7","Bb","2","Single","Bd","rvsham","bd","04/07/2018","EU",1,29.75766754,22.92,0,NA,NA,0,NA,NA,1,"21/02/2019",0.004121628,2.536823988,229.2,0.004121628,2.53270236,NA
"D2.8","Bb","2","Single","Bd","rvsham","bd","04/07/2018","EU",1,31.53027344,7.7732,0,NA,NA,0,NA,NA,1,"21/02/2019",0.072177887,0.012744697,77.732,0.072177887,-0.05943319,NA
"D2.9","Bb","2","Single","Bd","rvsham","bd","04/07/2018","EU",1,34.28339767,1.466,0,NA,NA,0,NA,NA,1,"21/02/2019",0,0.121220142,14.66,0,0.121220142,NA
"D2.10","Bb","2","Single","Bd","rvsham","bd","04/07/2018","EU",1,32.60671997,4.022,0,NA,NA,0,NA,NA,1,"21/02/2019",0.000188925,0.009294905,40.22,0.000188925,0.00910598,NA
"D2.11","Bb","2","Single","Bd","rvsham","bd","04/07/2018","EU",1,32.34477234,4.712,0,NA,NA,0,NA,NA,1,"21/02/2019",0.000881771,0.010204105,47.12,0.000881771,0.009322334,NA
"D2.12","Bb","2","Single","Bd","rvsham","bd","04/07/2018","EU",1,34.50271606,1.27,0,NA,NA,0,NA,NA,1,"21/02/2019",0.004290156,2.925529242,12.7,0.004290156,2.921239086,NA
"D2.13","Bb","2","Single","Bd","rvsham","bd","04/07/2018","EU",1,31.93505478,6.039,0,NA,NA,0,NA,NA,1,"21/02/2019",0.033958107,0.004056385,60.39,0.033958107,-0.029901722,NA
"D2.14","Bb","2","Single","Bd","rvsham","bd","04/07/2018","EU",1,31.34777069,8.644,0,NA,NA,0,NA,NA,1,"21/02/2019",0.028486691,0.047734946,86.44,0.028486691,0.019248255,NA
"D2.15","Bb","2","Single","Bd","rvsham","bd","04/07/2018","EU",1,31.86625671,6.301,0,NA,NA,0,NA,NA,1,"21/02/2019",0.063855328,0.04324542,63.01,0.063855328,-0.020609908,NA
"D2.16","Bb","2","Single","Bd","rvsham","bd","04/07/2018","EU",1,29.47919083,27.067,0,NA,NA,0,NA,NA,1,"21/02/2019",0.007621838,0.082335085,270.67,0.007621838,0.074713247,NA
"D2.17","Bb","2","Single","Bd","rvsham","bd","04/07/2018","EU",1,29.65997314,24.231,0,NA,NA,0,NA,NA,1,"21/02/2019",0.00241758,0.105444297,242.31,0.00241758,0.103026717,NA
"D2.18","Bb","2","Single","Bd","rvsham","bd","04/07/2018","EU",1,32.94144058,3.266,0,NA,NA,0,NA,NA,1,"21/02/2019",0,0.007687551,32.66,0,0.007687551,NA
"D2.19","Bb","2","Single","Bd","rvsham","bd","04/07/2018","EU",1,34.33166504,1.397,0,NA,NA,0,NA,NA,1,"21/02/2019",0,0.020645238,13.97,0,0.020645238,NA
"D2.20","Bb","2","Single","Bd","rvsham","bd","04/07/2018","EU",1,29.00299263,36.2,0,NA,NA,0,NA,NA,1,"21/02/2019",0,0,362,0,0,NA
"Q1","Rt","3","Coinfection","Rv-Bd","rv","bd","10/07/2018","EU",0,0,0,0,0,0,0,NA,NA,1,"05/07/2018",NA,NA,0,NA,NA,NA
"Q2","Rt","3","Coinfection","Rv-Bd","rv","bd","10/07/2018","EU",0,0,0,0,0,0,0,NA,NA,1,"05/07/2018",NA,NA,0,NA,NA,NA
"Q3","Rt","3","Coinfection","Rv-Bd","rv","bd","10/07/2018","EU",0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Q4","Rt","3","Coinfection","Rv-Bd","rv","bd","10/07/2018","EU",1,36.04288483,1.178874731,0,0,0,0,NA,NA,1,"05/07/2018",0,0,11.78874731,0,0,NA
"Q5","Rt","3","Coinfection","Rv-Bd","rv","bd","10/07/2018","EU",1,41.22333908,0.061203457,0,0,0,0,NA,NA,1,"05/07/2018",NA,NA,0.61203457,NA,NA,NA
"Q6","Rt","3","Coinfection","Rv-Bd","rv","bd","28/06/2018","MORT",1,42.9201889,0.023615522,1,22.32133293,2991213,1,27.71177673,11383.0957,0,NA,NA,NA,0.23615522,NA,NA,525.553518802447
"Q7","Rt","3","Coinfection","Rv-Bd","rv","bd","10/07/2018","EU",0,0,0,0,0,0,0,NA,NA,1,"05/07/2018",NA,NA,0,NA,NA,NA
"Q8","Rt","3","Coinfection","Rv-Bd","rv","bd","10/07/2018","EU",1,38.62661743,0.267119944,0,0,0,0,NA,NA,1,"05/07/2018",0,0.005233554,2.67119944,0,0.005233554,NA
"Q9","Rt","3","Coinfection","Rv-Bd","rv","bd","10/07/2018","EU",0,0,0,0,0,0,0,NA,NA,1,"05/07/2018",NA,NA,0,NA,NA,NA
"Q10","Rt","3","Coinfection","Rv-Bd","rv","bd","10/07/2018","EU",0,0,0,0,0,0,0,NA,NA,1,"05/07/2018",NA,NA,0,NA,NA,NA
"Q11","Rt","3","Coinfection","Rv-Bd","rv","bd","10/07/2018","EU",0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Q12","Rt","3","Coinfection","Rv-Bd","rv","bd","01/07/2018","MORT",0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Q13","Rt","3","Coinfection","Rv-Bd","rv","bd","01/07/2018","",1,37.43511963,0.206198111,1,36.05961609,2170.984619,1,39.09767914,11.29615211,0,NA,NA,NA,2.06198111,NA,NA,384.375953485633
"Q14","Rt","3","Coinfection","Rv-Bd","rv","bd","10/07/2018","EU",1,41.07376862,0.02736631,0,0,0,0,NA,NA,0,NA,NA,NA,0.2736631,NA,NA,NA
"Q15","Rt","3","Coinfection","Rv-Bd","rv","bd","10/07/2018","EU",0,0,0,0,0,0,0,NA,NA,1,"05/07/2018",NA,NA,0,NA,NA,NA
"Q16","Rt","3","Coinfection","Rv-Bd","rv","bd","10/07/2018","EU",0,0,0,0,0,0,0,NA,NA,1,"05/07/2018",NA,NA,0,NA,NA,NA
"Q17","Rt","3","Coinfection","Rv-Bd","rv","bd","10/07/2018","EU",0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Q18","Rt","3","Coinfection","Rv-Bd","rv","bd","10/07/2018","EU",0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Q19","Rt","3","Coinfection","Rv-Bd","rv","bd","10/07/2018","EU",0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Q20","Rt","3","Coinfection","Rv-Bd","rv","bd","10/07/2018","EU",0,0,0,0,0,0,0,NA,NA,1,"05/07/2018",NA,NA,0,NA,NA,NA
"R1","Rt","3","Coinfection","Bd-Rv","bd","rv","10/07/2018","EU",0,0,0,0,0,0,0,NA,NA,NA,"",NA,NA,0,NA,NA,NA
"R2","Rt","3","Coinfection","Bd-Rv","bd","rv","10/07/2018","EU",1,42.01206207,0.014416404,0,0,0,0,NA,NA,NA,"",NA,NA,0.14416404,NA,NA,NA
"R3","Rt","3","Coinfection","Bd-Rv","bd","rv","10/07/2018","EU",1,34.74637985,0.714001417,0,0,0,0,NA,NA,NA,"",NA,NA,7.14001417,NA,NA,NA
"R4","Rt","3","Coinfection","Bd-Rv","bd","rv","10/07/2018","EU",0,0,0,0,0,0,0,NA,NA,NA,"",NA,NA,0,NA,NA,NA
"R5","Rt","3","Coinfection","Bd-Rv","bd","rv","10/07/2018","EU",0,0,0,0,0,0,0,NA,NA,NA,"",NA,NA,0,NA,NA,NA
"R6","Rt","3","Coinfection","Bd-Rv","bd","rv","10/07/2018","EU",0,0,0,0,0,0,0,NA,NA,NA,"",NA,NA,0,NA,NA,NA
"R7","Rt","3","Coinfection","Bd-Rv","bd","rv","10/07/2018","EU",0,0,0,0,0,0,0,NA,NA,NA,"",NA,NA,0,NA,NA,NA
"R8","Rt","3","Coinfection","Bd-Rv","bd","rv","10/07/2018","EU",1,40.3980217,0.033745397,0,0,0,0,NA,NA,NA,"",NA,NA,0.33745397,NA,NA,NA
"R9","Rt","3","Coinfection","Bd-Rv","bd","rv","20/06/2018","MORT",1,36.48470306,0.27849552,0,0,0,0,NA,NA,NA,"",NA,NA,2.7849552,NA,NA,NA
"R10","Rt","3","Coinfection","Bd-Rv","bd","rv","10/07/2018","EU",0,0,0,0,0,0,0,NA,NA,NA,"",NA,NA,0,NA,NA,NA
"R11","Rt","3","Coinfection","Bd-Rv","bd","rv","10/07/2018","EU",0,0,0,1,43.29424286,42.79920197,1,32.77457428,525.0339966,NA,"",NA,NA,0,NA,NA,0.163034021595393
"R12","Rt","3","Coinfection","Bd-Rv","bd","rv","10/07/2018","EU",1,36.41691589,0.296958327,0,0,0,0,NA,NA,NA,"",NA,NA,2.96958327,NA,NA,NA
"R13","Rt","3","Coinfection","Bd-Rv","bd","rv","10/07/2018","EU",0,0,0,0,0,0,0,NA,NA,NA,"",NA,NA,0,NA,NA,NA
"R14","Rt","3","Coinfection","Bd-Rv","bd","rv","10/07/2018","EU",1,40.68348694,0.029157221,0,0,0,0,NA,NA,NA,"",NA,NA,0.29157221,NA,NA,NA
"R15","Rt","3","Coinfection","Bd-Rv","bd","rv","10/07/2018","EU",0,0,0,0,0,0,0,NA,NA,NA,"",NA,NA,0,NA,NA,NA
"R16","Rt","3","Coinfection","Bd-Rv","bd","rv","10/07/2018","EU",0,0,0,0,0,0,0,NA,NA,NA,"",NA,NA,0,NA,NA,NA
"R17","Rt","3","Coinfection","Bd-Rv","bd","rv","10/07/2018","EU",0,0,0,0,0,0,0,NA,NA,NA,"",NA,NA,0,NA,NA,NA
"R18","Rt","3","Coinfection","Bd-Rv","bd","rv","10/07/2018","EU",1,0.183544472,0.507832766,0,0,0,0,NA,NA,NA,"",NA,NA,5.07832766,NA,NA,NA
"R19","Rt","3","Coinfection","Bd-Rv","bd","rv","10/07/2018","EU",1,0.125598952,0.093496442,0,0,0,0,NA,NA,NA,"",NA,NA,0.93496442,NA,NA,NA
"R20","Rt","3","Coinfection","Bd-Rv","bd","rv","10/07/2018","EU",0,0,0,0,0,0,0,NA,NA,NA,"",NA,NA,0,NA,NA,NA
"S1","Rt","3","Single","Rv ","bdsham","rv","10/07/2018","EU",0,NA,NA,0,0,0,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"S2","Rt","3","Single","Rv ","bdsham","rv","10/07/2018","EU",0,NA,NA,0,0,0,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"S3","Rt","3","Single","Rv ","bdsham","rv","10/07/2018","EU",0,NA,NA,0,0,0,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"S4","Rt","3","Single","Rv ","bdsham","rv","10/07/2018","EU",0,NA,NA,0,0,0,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"S5","Rt","3","Single","Rv ","bdsham","rv","10/07/2018","EU",0,NA,NA,0,0,0,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"S6","Rt","3","Single","Rv ","bdsham","rv","10/07/2018","EU",0,NA,NA,0,0,0,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"S7","Rt","3","Single","Rv ","bdsham","rv","10/07/2018","EU",0,NA,NA,0,0,0,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"S8","Rt","3","Single","Rv ","bdsham","rv","10/07/2018","EU",0,NA,NA,0,0,0,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"S9","Rt","3","Single","Rv ","bdsham","rv","10/07/2018","EU",0,NA,NA,0,0,0,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"S10","Rt","3","Single","Rv ","bdsham","rv","30/06/2018","MORT",0,NA,NA,0,0,0,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"S11","Rt","3","Single","Rv ","bdsham","rv","10/07/2018","EU",0,NA,NA,0,0,0,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"S12","Rt","3","Single","Rv ","bdsham","rv","10/07/2018","EU",0,NA,NA,0,0,0,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"S13","Rt","3","Single","Rv ","bdsham","rv","10/07/2018","EU",0,NA,NA,0,0,0,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"S14","Rt","3","Single","Rv ","bdsham","rv","10/07/2018","EU",0,NA,NA,0,0,0,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"S15","Rt","3","Single","Rv ","bdsham","rv","10/07/2018","EU",0,NA,NA,0,0,0,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"S16","Rt","3","Single","Rv ","bdsham","rv","10/07/2018","EU",0,NA,NA,0,0,0,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"S17","Rt","3","Single","Rv ","bdsham","rv","02/07/2018","EU",0,NA,NA,0,0,0,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"S18","Rt","3","Single","Rv ","bdsham","rv","10/07/2018","EU",0,NA,NA,0,0,0,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"S19","Rt","3","Single","Rv ","bdsham","rv","10/07/2018","EU",0,NA,NA,0,0,0,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"S20","Rt","3","Single","Rv ","bdsham","rv","10/07/2018","EU",0,NA,NA,0,0,0,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"T1","Rt","3","Single","Bd","bd","rvsham","10/07/2018","EU",0,0,0,0,0,0,0,NA,NA,1,"05/07/2018",NA,NA,0,NA,NA,NA
"T2","Rt","3","Single","Bd","bd","rvsham","10/07/2018","EU",1,41.46508789,0.021986999,0,0,0,0,NA,NA,1,"05/07/2018",NA,NA,0.21986999,NA,NA,NA
"T3","Rt","3","Single","Bd","bd","rvsham","10/07/2018","EU",1,42.91592407,0.009033737,0,NA,NA,0,NA,NA,0,NA,NA,NA,0.09033737,NA,NA,NA
"T4","Rt","3","Single","Bd","bd","rvsham","10/07/2018","EU",0,0,0,0,0,0,0,NA,NA,1,"05/07/2018",NA,NA,0,NA,NA,NA
"T5","Rt","3","Single","Bd","bd","rvsham","10/07/2018","EU",0,0,0,0,0,0,0,NA,NA,1,"05/07/2018",NA,NA,0,NA,NA,NA
"T6","Rt","3","Single","Bd","bd","rvsham","10/07/2018","EU",0,0,0,0,NA,NA,0,NA,NA,1,"05/07/2018",NA,NA,0,NA,NA,NA
"T7","Rt","3","Single","Bd","bd","rvsham","10/07/2018","EU",0,0,0,0,NA,NA,0,NA,NA,1,"05/07/2018",NA,NA,0,NA,NA,NA
"T8","Rt","3","Single","Bd","bd","rvsham","10/07/2018","EU",0,0,0,0,NA,NA,0,NA,NA,1,"05/07/2018",NA,NA,0,NA,NA,NA
"T9","Rt","3","Single","Bd","bd","rvsham","10/07/2018","EU",0,0,0,0,NA,NA,0,NA,NA,1,"05/07/2018",NA,NA,0,NA,NA,NA
"T10","Rt","3","Single","Bd","bd","rvsham","10/07/2018","EU",0,0,0,0,NA,NA,0,NA,NA,1,"05/07/2018",NA,NA,0,NA,NA,NA
"T11","Rt","3","Single","Bd","bd","rvsham","10/07/2018","EU",0,0,0,0,NA,NA,0,NA,NA,1,"05/07/2018",NA,NA,0,NA,NA,NA
"T12","Rt","3","Single","Bd","bd","rvsham","10/07/2018","EU",1,45.40135956,0.002065266,0,NA,NA,0,NA,NA,1,"05/07/2018",NA,NA,0.02065266,NA,NA,NA
"T13","Rt","3","Single","Bd","bd","rvsham","10/07/2018","EU",0,0,0,0,NA,NA,0,NA,NA,0,"N/A",NA,NA,0,NA,NA,NA
"T14","Rt","3","Single","Bd","bd","rvsham","10/07/2018","EU",0,0,0,0,NA,NA,0,NA,NA,1,"05/07/2018",NA,NA,0,NA,NA,NA
"T15","Rt","3","Single","Bd","bd","rvsham","10/07/2018","EU",1,41.43656921,0.024516353,0,NA,NA,0,NA,NA,1,"05/07/2018",NA,NA,0.24516353,NA,NA,NA
"T16","Rt","3","Single","Bd","bd","rvsham","10/07/2018","EU",0,0,0,0,NA,NA,0,NA,NA,1,"05/07/2018",NA,NA,0,NA,NA,NA
"T17","Rt","3","Single","Bd","bd","rvsham","10/07/2018","EU",0,0,0,0,NA,NA,0,NA,NA,1,"05/07/2018",NA,NA,0,NA,NA,NA
"T18","Rt","3","Single","Bd","bd","rvsham","10/07/2018","EU",1,33.76181793,2.370432377,0,NA,NA,0,NA,NA,0,"N/A",NA,NA,23.70432377,NA,NA,NA
"T19","Rt","3","Single","Bd","bd","rvsham","10/07/2018","EU",0,0,0,0,NA,NA,0,NA,NA,1,"05/07/2018",NA,NA,0,NA,NA,NA
"T20","Rt","3","Single","Bd","bd","rvsham","10/07/2018","EU",1,38.8375206,0.109518602,0,NA,NA,0,NA,NA,1,"05/07/2018",NA,NA,1.09518602,NA,NA,NA
"J1","Am","4","Coinfection","Rv-Bd","rv","bd","21/10/2018","EU",1,47.05998993,0.002003485,1,41.83902359,8.942388535,1,29.35441589,4189.537598,0,NA,NA,NA,0.02003485,NA,NA,0.00426891432566158
"J2","Am","4","Coinfection","Rv-Bd","rv","bd","21/10/2018","EU",1,37.3559494,0.835167825,1,41.04553223,12.62146568,0,NA,2592.907,1,"16/10/2018",0.001913372,0,8.35167825,0.001913372,-0.001913372,0.00973537861558475
"J3","Am","4","Coinfection","Rv-Bd","rv","bd","21/10/2018","EU",1,37.06638718,0.9581967,0,0,0,0,NA,NA,0,NA,NA,NA,9.581967,NA,NA,NA
"J4","Am","4","Coinfection","Rv-Bd","rv","bd","21/10/2018","EU",1,35.13038635,3.148477554,0,0,0,0,NA,NA,0,NA,NA,NA,31.48477554,NA,NA,NA
"J5","Am","4","Coinfection","Rv-Bd","rv","bd","21/10/2018","EU",1,37.48867035,0.735747933,0,0,0,0,NA,NA,0,NA,NA,NA,7.35747933,NA,NA,NA
"J6","Am","4","Coinfection","Rv-Bd","rv","bd","21/10/2018","EU",1,36.2393837,1.597295761,0,0,0,0,NA,NA,1,"16/10/2018",0,0,15.97295761,0,0,NA
"J7","Am","4","Coinfection","Rv-Bd","rv","bd","21/10/2018","EU",1,36.02108765,1.819244742,0,0,0,0,NA,NA,0,NA,NA,NA,18.19244742,NA,NA,NA
"J8","Am","4","Coinfection","Rv-Bd","rv","bd","21/10/2018","EU",1,36.14537811,1.682796478,0,0,0,0,NA,NA,0,NA,NA,NA,16.82796478,NA,NA,NA
"J9","Am","4","Coinfection","Rv-Bd","rv","bd","21/10/2018","EU",1,36.0566864,1.797159195,0,0,0,0,NA,NA,1,"16/10/2018",2.80195e-06,0.003747055,17.97159195,2.80195e-06,0.00374425305,NA
"J10","Am","4","Coinfection","Rv-Bd","rv","bd","21/10/2018","EU",1,38.59251404,0.373675317,0,0,0,0,NA,NA,0,NA,NA,NA,3.73675317,NA,NA,NA
"J11","Am","4","Coinfection","Rv-Bd","rv","bd","21/10/2018","EU",1,35.35388184,2.757100582,0,0,0,0,NA,NA,1,"16/10/2018",0.340680659,0.076146141,27.57100582,0.340680659,-0.264534518,NA
"J12","Am","4","Coinfection","Rv-Bd","rv","bd","21/10/2018","EU",1,38.78009796,0.330277979,0,0,0,0,NA,NA,1,"16/10/2018",0.003419423,0,3.30277979,0.003419423,-0.003419423,NA
"J13","Am","4","Coinfection","Rv-Bd","rv","bd","21/10/2018","EU",1,38.47053528,0.403985381,0,0,0,0,NA,NA,1,"16/10/2018",0.005227764,0,4.03985381,0.005227764,-0.005227764,NA
"J14","Am","4","Coinfection","Rv-Bd","rv","bd","21/10/2018","EU",1,38.17597198,0.482772082,0,0,0,0,NA,NA,0,NA,NA,NA,4.82772082,NA,NA,NA
"K1","Am","4","Coinfection","Bd-Rv","bd","rv","21/10/2018","EU",1,38.18927002,0.474989325,0,0,0,0,NA,NA,0,NA,NA,NA,4.74989325,NA,NA,NA
"K2","Am","4","Coinfection","Bd-Rv","bd","rv","21/10/2018","EU",1,37.97807312,0.541062474,0,0,0,0,NA,NA,1,"16/10/2018",0,0,5.41062474,0,0,NA
"K3","Am","4","Coinfection","Bd-Rv","bd","rv","21/10/2018","EU",1,41.28795624,0.072450183,0,0,0,0,NA,NA,1,"16/10/2018",NA,NA,0.72450183,NA,NA,NA
"K4","Am","4","Coinfection","Bd-Rv","bd","rv","21/10/2018","EU",0,NA,NA,1,44.49789047,1.845872641,1,30.40776825,2236.045654,1,"16/10/2018",NA,NA,NA,NA,NA,0.00165101516393278
"K5","Am","4","Coinfection","Bd-Rv","bd","rv","21/10/2018","EU",1,37.78564453,0.610123813,0,0,0,0,NA,NA,0,NA,NA,NA,6.10123813,NA,NA,NA
"K6","Am","4","Coinfection","Bd-Rv","bd","rv","21/10/2018","EU",1,37.16719818,0.898858607,0,0,0,0,NA,NA,1,"16/10/2018",0,0,8.98858607,0,0,NA
"K7","Am","4","Coinfection","Bd-Rv","bd","rv","21/10/2018","EU",1,40.19693375,0.138309807,0,0,0,0,NA,NA,0,NA,NA,NA,1.38309807,NA,NA,NA
"K8","Am","4","Coinfection","Bd-Rv","bd","rv","21/10/2018","EU",1,36.79902649,1.119887829,0,0,0,0,NA,NA,1,"16/10/2018",0,0,11.19887829,0,0,NA
"K9","Am","4","Coinfection","Bd-Rv","bd","rv","21/10/2018","EU",1,39.00471115,0.292216033,0,0,0,0,NA,NA,0,NA,NA,NA,2.92216033,NA,NA,NA
"K10","Am","4","Coinfection","Bd-Rv","bd","rv","21/10/2018","EU",1,35.97761154,1.857990026,0,0,0,0,NA,NA,1,"16/10/2018",0.003365156,0,18.57990026,0.003365156,-0.003365156,NA
"K11","Am","4","Coinfection","Bd-Rv","bd","rv","21/10/2018","EU",1,39.93075562,0.162772059,0,0,0,0,NA,NA,0,NA,NA,NA,1.62772059,NA,NA,NA
"K12","Am","4","Coinfection","Bd-Rv","bd","rv","21/10/2018","EU",1,34.66229248,4.183067322,0,0,0,0,NA,NA,0,NA,NA,NA,41.83067322,NA,NA,NA
"K13","Am","4","Coinfection","Bd-Rv","bd","rv","21/10/2018","EU",1,38.99602509,0.290655971,0,0,0,0,NA,NA,0,NA,NA,NA,2.90655971,NA,NA,NA
"K14","Am","4","Coinfection","Bd-Rv","bd","rv","21/10/2018","EU",1,37.50098801,0.728913188,0,0,0,0,NA,NA,0,NA,NA,NA,7.28913188,NA,NA,NA
"L1","Am","4","Single","Rv ","bdsham","rv","21/10/2018","EU",0,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"L2","Am","4","Single","Rv ","bdsham","rv","21/10/2018","EU",0,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"L3","Am","4","Single","Rv ","bdsham","rv","21/10/2018","EU",0,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"L4","Am","4","Single","Rv ","bdsham","rv","21/10/2018","EU",0,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"L5","Am","4","Single","Rv ","bdsham","rv","21/10/2018","EU",0,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"L6","Am","4","Single","Rv ","bdsham","rv","21/10/2018","EU",0,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"L7","Am","4","Single","Rv ","bdsham","rv","21/10/2018","EU",0,NA,NA,1,44.97509766,1.463927627,1,27.12777328,16186.38672,0,NA,NA,NA,NA,NA,NA,0.000180883807155202
"L8","Am","4","Single","Rv ","bdsham","rv","21/10/2018","EU",0,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"L9","Am","4","Single","Rv ","bdsham","rv","21/10/2018","EU",0,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"L10","Am","4","Single","Rv ","bdsham","rv","21/10/2018","EU",0,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"L11","Am","4","Single","Rv ","bdsham","rv","21/10/2018","EU",0,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"L12","Am","4","Single","Rv ","bdsham","rv","21/10/2018","EU",0,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"L13","Am","4","Single","Rv ","bdsham","rv","21/10/2018","EU",0,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"L14","Am","4","Single","Rv ","bdsham","rv","21/10/2018","EU",0,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"M1","Am","4","Single","Bd","bd","rvsham","21/10/2018","EU",1,34.29286575,5.355560303,0,NA,NA,0,NA,NA,1,"16/10/2018",0.014627865,0.009967593,53.55560303,0.014627865,-0.004660272,NA
"M2","Am","4","Single","Bd","bd","rvsham","21/10/2018","EU",1,36.30028534,1.527485847,0,NA,NA,0,NA,NA,1,"16/10/2018",0.004513148,0,15.27485847,0.004513148,-0.004513148,NA
"M3","Am","4","Single","Bd","bd","rvsham","21/10/2018","EU",1,35.8122406,2.072619915,0,NA,NA,0,NA,NA,1,"16/10/2018",0.019157119,0.02277356,20.72619915,0.019157119,0.003616441,NA
"M4","Am","4","Single","Bd","bd","rvsham","21/10/2018","EU",1,34.59418488,4.389936447,0,NA,NA,0,NA,NA,1,"16/10/2018",0.002267617,0.000485406,43.89936447,0.002267617,-0.001782211,NA
