ID,Species,ExperimentNo,Scenario,Treatment,Exposure.1,Exposure.2,endpoint.date,endpoint.code,Bd.endpoint.status,Bd.endpoint.CTmean,Bd.endpoint.Qmean,Rv.MCPendpoint.status,Rv.MCPendpoint.CTmean,Rv.MCPendpoint.Qmean,Rv.EBF3Nendpoint.status,Rv.EBF3Nendpoint.CTmean,Rv.EBF3Nendpoint.Qmean,EMA.YN,EMA.date,EMA.GE.EMA,EMA.GE.WS
T12,Rt,3,Single,Bd,bd,rvsham,10/07/2018,EU,Positive,44.70567703,0.003307658,NA,NA,NA,NA,NA,NA,1,05/07/2018,NA,NA
T13,Rt,3,Single,Bd,bd,rvsham,10/07/2018,EU,Negative ,0,0,NA,NA,NA,NA,NA,NA,0,N/A,NA,NA
T14,Rt,3,Single,Bd,bd,rvsham,10/07/2018,EU,Negative ,0,0,NA,NA,NA,NA,NA,NA,1,05/07/2018,NA,NA
T15,Rt,3,Single,Bd,bd,rvsham,10/07/2018,EU,Positive,41.23987579,0.010756836,NA,NA,NA,NA,NA,NA,1,05/07/2018,NA,NA
T16,Rt,3,Single,Bd,bd,rvsham,10/07/2018,EU,Negative ,0,0,NA,NA,NA,NA,NA,NA,1,05/07/2018,NA,NA
T17,Rt,3,Single,Bd,bd,rvsham,10/07/2018,EU,Negative ,0,0,NA,NA,NA,NA,NA,NA,1,05/07/2018,NA,NA
T18,Rt,3,Single,Bd,bd,rvsham,10/07/2018,EU,Positive,33.76181793,2.370432377,NA,NA,NA,NA,NA,NA,0,N/A,NA,NA
T19,Rt,3,Single,Bd,bd,rvsham,10/07/2018,EU,Negative ,0,0,NA,NA,NA,NA,NA,NA,1,05/07/2018,NA,NA
T20,Rt,3,Single,Bd,bd,rvsham,10/07/2018,EU,Positive,38.8375206,0.109518602,NA,NA,NA,NA,NA,NA,1,05/07/2018,NA,NA
J1,Am,4,Coinfection,Rv-Bd,rv,bd,21/10/2018,EU,Positive,47.05998993,0.002003485,Positive ,41.83902359,8.942388535,Positive ,29.35441589,4189.537598,0,NA,NA,NA
J2,Am,4,Coinfection,Rv-Bd,rv,bd,21/10/2018,EU,Positive,37.3559494,0.835167825,Positive ,41.04553223,12.62146568,NA,NA,NA,1,16/10/2018,0.001913372,0
J3,Am,4,Coinfection,Rv-Bd,rv,bd,21/10/2018,EU,Positive,37.06638718,0.9581967,Negative ,0,0,NA,NA,NA,0,NA,NA,NA
J4,Am,4,Coinfection,Rv-Bd,rv,bd,21/10/2018,EU,Positive,35.13038635,3.148477554,Negative ,0,0,NA,NA,NA,0,NA,NA,NA
J5,Am,4,Coinfection,Rv-Bd,rv,bd,21/10/2018,EU,Positive,37.48867035,0.735747933,Negative ,0,0,NA,NA,NA,0,NA,NA,NA
J6,Am,4,Coinfection,Rv-Bd,rv,bd,21/10/2018,EU,Positive,36.2393837,1.597295761,Negative ,0,0,NA,NA,NA,1,16/10/2018,0,0
J7,Am,4,Coinfection,Rv-Bd,rv,bd,21/10/2018,EU,Positive,36.02108765,1.819244742,Negative ,0,0,NA,NA,NA,0,NA,NA,NA
J8,Am,4,Coinfection,Rv-Bd,rv,bd,21/10/2018,EU,Positive,36.14537811,1.682796478,Negative ,0,0,NA,NA,NA,0,NA,NA,NA
J9,Am,4,Coinfection,Rv-Bd,rv,bd,21/10/2018,EU,Positive,36.0566864,1.797159195,Negative ,0,0,NA,NA,NA,1,16/10/2018,2.80195E-06,0.003747055
J10,Am,4,Coinfection,Rv-Bd,rv,bd,21/10/2018,EU,Positive,38.59251404,0.373675317,Negative ,0,0,NA,NA,NA,0,NA,NA,NA
J11,Am,4,Coinfection,Rv-Bd,rv,bd,21/10/2018,EU,Positive,35.35388184,2.757100582,Negative ,0,0,NA,NA,NA,1,16/10/2018,0.340680659,0.076146141
J12,Am,4,Coinfection,Rv-Bd,rv,bd,21/10/2018,EU,Positive,38.78009796,0.330277979,Negative ,0,0,NA,NA,NA,1,16/10/2018,0.003419423,0
J13,Am,4,Coinfection,Rv-Bd,rv,bd,21/10/2018,EU,Positive,38.47053528,0.403985381,Negative ,0,0,NA,NA,NA,1,16/10/2018,0.005227764,0
J14,Am,4,Coinfection,Rv-Bd,rv,bd,21/10/2018,EU,Positive,38.17597198,0.482772082,Negative ,0,0,NA,NA,NA,0,NA,NA,NA
K1,Am,4,Coinfection,Bd-Rv,bd,rv,21/10/2018,EU,Positive,38.18927002,0.474989325,Negative ,0,0,NA,NA,NA,0,NA,NA,NA
K2,Am,4,Coinfection,Bd-Rv,bd,rv,21/10/2018,EU,Positive,37.97807312,0.541062474,Negative ,0,0,NA,NA,NA,1,16/10/2018,0,0
K3,Am,4,Coinfection,Bd-Rv,bd,rv,21/10/2018,EU,Positive,41.28795624,0.072450183,Negative ,0,0,NA,NA,NA,1,16/10/2018,NA,NA
K4,Am,4,Coinfection,Bd-Rv,bd,rv,21/10/2018,EU,NA,NA,NA,Positive,44.49789047,1.845872641,Positive ,30.40776825,2236.045654,1,16/10/2018,NA,NA
K5,Am,4,Coinfection,Bd-Rv,bd,rv,21/10/2018,EU,Positive,37.78564453,0.610123813,Negative ,0,0,NA,NA,NA,0,NA,NA,NA
K6,Am,4,Coinfection,Bd-Rv,bd,rv,21/10/2018,EU,Positive,37.16719818,0.898858607,Negative ,0,0,NA,NA,NA,1,16/10/2018,0,0
K7,Am,4,Coinfection,Bd-Rv,bd,rv,21/10/2018,EU,Positive,40.19693375,0.138309807,Negative ,0,0,NA,NA,NA,0,NA,NA,NA
K8,Am,4,Coinfection,Bd-Rv,bd,rv,21/10/2018,EU,Positive,36.79902649,1.119887829,Negative ,0,0,NA,NA,NA,1,16/10/2018,0,0
K9,Am,4,Coinfection,Bd-Rv,bd,rv,21/10/2018,EU,Positive,39.00471115,0.292216033,Negative ,0,0,NA,NA,NA,0,NA,NA,NA
K10,Am,4,Coinfection,Bd-Rv,bd,rv,21/10/2018,EU,Positive,35.97761154,1.857990026,Negative ,0,0,NA,NA,NA,1,16/10/2018,0.003365156,0
K11,Am,4,Coinfection,Bd-Rv,bd,rv,21/10/2018,EU,Positive,39.93075562,0.162772059,Negative ,0,0,NA,NA,NA,0,NA,NA,NA
K12,Am,4,Coinfection,Bd-Rv,bd,rv,21/10/2018,EU,Positive,34.66229248,4.183067322,Negative ,0,0,NA,NA,NA,0,NA,NA,NA
K13,Am,4,Coinfection,Bd-Rv,bd,rv,21/10/2018,EU,Positive,38.99602509,0.290655971,Negative ,0,0,NA,NA,NA,0,NA,NA,NA
K14,Am,4,Coinfection,Bd-Rv,bd,rv,21/10/2018,EU,Positive,37.50098801,0.728913188,Negative ,0,0,NA,NA,NA,0,NA,NA,NA
L1,Am,4,Single,Rv ,bdsham,rv,21/10/2018,EU,NA,NA,NA,Negative ,0,0,NA,NA,NA,0,NA,NA,NA
L2,Am,4,Single,Rv ,bdsham,rv,21/10/2018,EU,NA,NA,NA,Negative ,0,0,NA,NA,NA,0,NA,NA,NA
L3,Am,4,Single,Rv ,bdsham,rv,21/10/2018,EU,NA,NA,NA,Negative ,0,0,NA,NA,NA,0,NA,NA,NA
L4,Am,4,Single,Rv ,bdsham,rv,21/10/2018,EU,NA,NA,NA,Negative ,0,0,NA,NA,NA,0,NA,NA,NA
L5,Am,4,Single,Rv ,bdsham,rv,21/10/2018,EU,NA,NA,NA,Negative ,0,0,NA,NA,NA,0,NA,NA,NA
L6,Am,4,Single,Rv ,bdsham,rv,21/10/2018,EU,NA,NA,NA,Negative ,0,0,NA,NA,NA,0,NA,NA,NA
L7,Am,4,Single,Rv ,bdsham,rv,21/10/2018,EU,NA,NA,NA,Undetermined,44.97509766,1.463927627,Positive ,27.12777328,16186.38672,0,NA,NA,NA
L8,Am,4,Single,Rv ,bdsham,rv,21/10/2018,EU,NA,NA,NA,Negative ,0,0,NA,NA,NA,0,NA,NA,NA
L9,Am,4,Single,Rv ,bdsham,rv,21/10/2018,EU,NA,NA,NA,Negative ,0,0,NA,NA,NA,0,NA,NA,NA
L10,Am,4,Single,Rv ,bdsham,rv,21/10/2018,EU,NA,NA,NA,Negative ,0,0,NA,NA,NA,0,NA,NA,NA
L11,Am,4,Single,Rv ,bdsham,rv,21/10/2018,EU,NA,NA,NA,Negative ,0,0,NA,NA,NA,0,NA,NA,NA
L12,Am,4,Single,Rv ,bdsham,rv,21/10/2018,EU,NA,NA,NA,Negative ,0,0,NA,NA,NA,0,NA,NA,NA
L13,Am,4,Single,Rv ,bdsham,rv,21/10/2018,EU,NA,NA,NA,Negative ,0,0,NA,NA,NA,0,NA,NA,NA
L14,Am,4,Single,Rv ,bdsham,rv,21/10/2018,EU,NA,NA,NA,Negative ,0,0,NA,NA,NA,0,NA,NA,NA
M1,Am,4,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,34.29286575,5.355560303,NA,NA,NA,NA,NA,NA,1,16/10/2018,0.014627865,0.009967593
M2,Am,4,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,36.30028534,1.527485847,NA,NA,NA,NA,NA,NA,1,16/10/2018,0.004513148,0
M3,Am,4,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,35.8122406,2.072619915,NA,NA,NA,NA,NA,NA,1,16/10/2018,0.019157119,0.02277356
M4,Am,4,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,34.59418488,4.389936447,NA,NA,NA,NA,NA,NA,1,16/10/2018,0.002267617,0.000485406
M5,Am,4,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,37.41895294,0.763867736,NA,NA,NA,NA,NA,NA,1,16/10/2018,0,0.002894827
M6,Am,4,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,37.93948746,0.564327598,NA,NA,NA,NA,NA,NA,1,16/10/2018,0,0
M7,Am,4,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,36.65668869,1.224036932,NA,NA,NA,NA,NA,NA,1,16/10/2018,0.001020926,0
M8,Am,4,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,36.58185577,1.286400676,NA,NA,NA,NA,NA,NA,1,16/10/2018,0.005602477,0.025105178
M9,Am,4,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,34.91932678,3.57167387,NA,NA,NA,NA,NA,NA,1,16/10/2018,0.004697459,0
M10,Am,4,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,39.4177742,0.226636887,NA,NA,NA,NA,NA,NA,1,16/10/2018,0,0.004531117
M11,Am,4,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,39.24752808,0.25023374,NA,NA,NA,NA,NA,NA,1,16/10/2018,0.005198386,0.010348197
M12,Am,4,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,36.07284546,1.778191805,NA,NA,NA,NA,NA,NA,1,16/10/2018,0.000736027,0.028730344
M13,Am,4,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,37.74808121,0.623506904,NA,NA,NA,NA,NA,NA,1,16/10/2018,0.000602643,0
M14,Am,4,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,38.13021469,0.493723154,NA,NA,NA,NA,NA,NA,1,16/10/2018,0.0005569,0.001955706
G1,Am,5,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,34.35161591,3.103198528,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
G2,Am,5,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,34.52692413,2.910458326,NA,NA,NA,NA,NA,NA,1,16/10/2018,0.017145742,0
G3,Am,5,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,36.61099243,0.861612141,NA,NA,NA,NA,NA,NA,1,16/10/2018,0.000874446,0.001541334
G4,Am,5,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,34.79431152,2.391803741,NA,NA,NA,NA,NA,NA,1,16/10/2018,0.000151391,0.002090243
G5,Am,5,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,36.23508453,1.050914764,NA,NA,NA,NA,NA,NA,1,16/10/2018,0,0.014728615
G6,Am,5,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,35.23925781,1.881076813,NA,NA,NA,NA,NA,NA,1,16/10/2018,0,0.08144743
G7,Am,5,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,35.47655869,1.620876074,NA,NA,NA,NA,NA,NA,1,16/10/2018,0,0
G8,Am,5,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,34.76234436,2.43991375,NA,NA,NA,NA,NA,NA,1,16/10/2018,0.003755562,0.05134495
G9,Am,5,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,35.40494537,1.688154221,NA,NA,NA,NA,NA,NA,1,16/10/2018,0.01921152,0.014728642
G10,Am,5,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,36.46222687,0.924517393,NA,NA,NA,NA,NA,NA,1,16/10/2018,0.001015998,0
G11,Am,5,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,38.82838821,0.238742679,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
G12,Am,5,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,38.6783905,0.260224432,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
G13,Am,5,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,34.59991074,2.671587944,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
G14,Am,5,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,33.38867569,5.340875626,NA,NA,NA,NA,NA,NA,1,16/10/2018,0.086708933,0.016427547
G15,Am,5,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,37.79063416,0.433172226,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
G16,Am,5,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,37.37262344,0.553720295,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
G17,Am,5,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,35.42975616,1.662188053,NA,NA,NA,NA,NA,NA,1,NA,0,0.000148467
G18,Am,5,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,36.02688217,1.181299925,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
G19,Am,5,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,35.24388885,1.849072337,NA,NA,NA,NA,NA,NA,1,16/10/2018,0,0
G20,Am,5,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,37.58688354,0.484411508,NA,NA,NA,NA,NA,NA,1,16/10/2018,0,0.00065716
G21,Am,5,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,34.49487305,2.842905283,NA,NA,NA,NA,NA,NA,1,16/10/2018,0.086708933,0.046609197
G22,Am,5,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,35.25200653,1.845337033,NA,NA,NA,NA,NA,NA,1,16/10/2018,,
G23,Am,5,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,33.69856262,4.48262167,NA,NA,NA,NA,NA,NA,1,16/10/2018,,
G24,Am,5,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,34.40261078,2.990768433,NA,NA,NA,NA,NA,NA,1,16/10/2018,,
G25,Am,5,Single,Bd,bd,rvsham,21/10/2018,EU,Positive,35.3404007,0.914792717,NA,NA,NA,NA,NA,NA,1,16/10/2018,,
